,location,total_sqft,bath,price,bhk
5209,Munnekollal,1200.0,2.0,49.5,2.0
5210,Munnekollal,950.0,2.0,46.5,2.0
5211,Munnekollal,1560.0,3.0,75.0,3.0
5212,Munnekollal,1750.0,3.0,86.5,3.0
5213,Munnekollal,1385.0,2.0,66.5,3.0
5214,Munnekollal,1080.0,2.0,45.0,2.0
5215,Munnekollal,1170.0,2.0,59.0,2.0
5217,Munnekollal,1200.0,2.0,57.9,3.0
5218,Munnekollal,1030.0,2.0,50.36,2.0
5219,Murugeshpalya,1296.0,2.0,81.0,2.0
5220,Murugeshpalya,1550.0,3.0,74.0,3.0
5221,Murugeshpalya,1845.0,3.0,91.0,3.0
5222,Murugeshpalya,1185.0,2.0,85.0,2.0
5223,Murugeshpalya,1225.0,2.0,48.0,2.0
5224,Murugeshpalya,1930.0,3.0,75.0,3.0
5225,Murugeshpalya,1600.0,2.0,65.0,3.0
5226,Murugeshpalya,1344.0,2.0,56.0,3.0
5227,Murugeshpalya,1500.0,2.0,70.0,3.0
5228,Murugeshpalya,1855.0,3.0,96.0,3.0
5229,Murugeshpalya,1175.0,2.0,75.0,2.0
5230,Mysore Road,1175.0,2.0,73.5,2.0
5231,Mysore Road,1710.0,4.0,91.31,3.0
5232,Mysore Road,1020.0,2.0,48.95,2.0
5233,Mysore Road,1175.0,2.0,73.5,2.0
5234,Mysore Road,1070.0,2.0,45.0,2.0
5235,Mysore Road,1239.0,2.0,53.0,2.0
5236,Mysore Road,1060.0,2.0,62.0,2.0
5237,Mysore Road,980.0,2.0,45.47,2.0
5238,Mysore Road,883.0,2.0,40.0,2.0
5239,Mysore Road,1525.0,3.0,96.0,3.0
5240,Mysore Road,1200.0,2.0,65.0,2.0
5244,Mysore Road,883.0,2.0,40.95,2.0
5245,Mysore Road,1070.0,2.0,49.65,2.0
5247,Mysore Road,883.0,2.0,50.0,2.0
5248,Mysore Road,1155.0,2.0,51.0,2.0
5249,Mysore Road,1003.0,2.0,43.0,2.0
5250,Mysore Road,1237.0,2.0,73.0,2.0
5251,Mysore Road,883.0,2.0,45.0,2.0
5252,Mysore Road,1170.0,2.0,65.0,2.0
5253,Mysore Road,1029.5,2.0,50.855,2.0
5254,Mysore Road,940.0,2.0,43.61,2.0
5256,Mysore Road,1020.0,2.0,48.95,2.0
5257,Mysore Road,1568.0,2.0,100.0,3.0
5259,Mysore Road,1560.0,2.0,83.3,3.0
5260,Mysore Road,1175.0,2.0,70.5,2.0
5261,Mysore Road,1080.0,2.0,60.0,3.0
5263,Mysore Road,883.0,2.0,37.0,2.0
5265,NGR Layout,1020.0,2.0,45.9,2.0
5266,NGR Layout,1105.0,2.0,49.73,2.0
5267,NGR Layout,1022.0,2.0,45.9,2.0
5268,NGR Layout,1020.0,2.0,45.0,2.0
5269,NGR Layout,1019.0,2.0,45.9,2.0
5270,NGR Layout,1020.0,2.0,46.0,2.0
5271,NGR Layout,1021.0,2.0,46.0,2.0
5272,NGR Layout,1021.0,2.0,45.9,2.0
5273,NRI Layout,1565.0,2.0,75.0,3.0
5274,NRI Layout,2500.0,5.0,130.0,5.0
5275,NRI Layout,1125.0,2.0,45.56,2.0
5276,NRI Layout,2150.0,4.0,115.0,4.0
5277,NRI Layout,1250.0,2.0,75.0,2.0
5278,NRI Layout,1789.0,3.0,75.0,3.0
5279,NRI Layout,1731.0,3.0,64.11,3.0
5280,NRI Layout,2400.0,2.0,125.0,2.0
5281,Nagadevanahalli,1080.0,2.0,39.0,2.0
5282,Nagadevanahalli,1090.0,2.0,36.0,2.0
5283,Nagadevanahalli,1250.0,2.0,65.0,3.0
5284,Nagadevanahalli,2400.0,2.0,135.0,2.0
5285,Nagadevanahalli,1240.0,2.0,65.0,3.0
5286,Nagadevanahalli,1240.0,2.0,65.0,3.0
5287,Naganathapura,1001.0,2.0,33.03,2.0
5288,Naganathapura,1103.0,2.0,55.0,2.0
5289,Naganathapura,1143.0,2.0,62.0,2.0
5290,Naganathapura,2260.0,3.0,80.0,2.0
5291,Naganathapura,600.0,1.0,33.0,1.0
5292,Naganathapura,1451.0,3.0,68.0,3.0
5293,Naganathapura,1200.0,1.0,39.82,1.0
5294,Nagappa Reddy Layout,1209.0,2.0,50.0,2.0
5295,Nagappa Reddy Layout,1100.0,2.0,43.5,2.0
5296,Nagappa Reddy Layout,1495.0,2.0,65.0,3.0
5297,Nagappa Reddy Layout,1820.0,3.0,79.5,3.0
5298,Nagappa Reddy Layout,1350.0,3.0,60.0,3.0
5299,Nagappa Reddy Layout,1495.0,2.0,70.0,3.0
5301,Nagarbhavi,1350.0,3.0,150.0,3.0
5302,Nagarbhavi,1200.0,2.0,150.0,2.0
5304,Nagarbhavi,2400.0,3.0,160.0,3.0
5305,Nagarbhavi,884.0,2.0,36.0,1.0
5306,Nagarbhavi,1055.0,2.0,55.0,2.0
5308,Nagarbhavi,1223.0,2.0,60.0,2.0
5309,Nagarbhavi,956.0,2.0,49.0,2.0
5311,Nagarbhavi,1200.0,2.0,150.0,2.0
5314,Nagarbhavi,1145.0,2.0,40.0,2.0
5315,Nagarbhavi,300.0,1.0,20.0,1.0
5316,Nagarbhavi,1250.0,3.0,175.0,4.0
5317,Nagarbhavi,710.0,2.0,40.0,1.0
5319,Nagarbhavi,1212.0,2.0,50.0,2.0
5320,Nagarbhavi,1020.0,2.0,55.0,2.0
5322,Nagarbhavi,1120.0,2.0,53.0,2.0
5324,Nagarbhavi,1146.0,2.0,50.0,2.0
5326,Nagarbhavi,1190.0,2.0,63.0,2.0
5328,Nagarbhavi,1050.0,2.0,80.0,2.0
5329,Nagarbhavi,2500.0,3.0,180.0,5.0
5331,Nagarbhavi,1250.0,3.0,170.0,2.0
5333,Nagarbhavi,1400.0,2.0,135.0,3.0
5335,Nagarbhavi,1100.0,2.0,46.2,2.0
5336,Nagarbhavi,1080.0,2.0,49.0,2.0
5337,Nagarbhavi,1800.0,3.0,180.0,4.0
5338,Nagarbhavi,1225.0,2.0,58.0,2.0
5339,Nagasandra,980.0,2.0,48.0,2.0
5340,Nagasandra,2400.0,4.0,145.0,4.0
5341,Nagasandra,7000.0,8.0,450.0,4.0
5342,Nagasandra,1650.0,3.0,95.0,3.0
5343,Nagasandra,1500.0,2.0,91.0,2.0
5344,Nagavara,400.0,1.0,14.0,1.0
5345,Nagavara,2172.65,3.0,120.0,4.0
5347,Nagavara,2319.0,3.0,180.0,3.0
5348,Nagavara,2430.0,4.0,180.0,3.0
5349,Nagavara,936.0,2.0,40.2,2.0
5350,Nagavara,1125.0,2.0,44.5,2.0
5351,Nagavara,1315.0,2.0,70.0,2.0
5352,Nagavara,1077.0,2.0,50.0,2.0
5353,Nagavara,2496.0,4.0,125.0,4.0
5354,Nagavara,1110.0,2.0,44.95,2.0
5355,Nagavara,1247.0,2.0,58.56,2.0
5356,Nagavarapalya,1392.0,2.0,99.0,2.0
5357,Nagavarapalya,705.0,1.0,52.5,1.0
5358,Nagavarapalya,1300.0,3.0,80.0,3.0
5359,Nagavarapalya,705.0,1.0,57.0,1.0
5360,Nagavarapalya,705.0,1.0,55.0,1.0
5361,Nagavarapalya,705.0,1.0,57.0,1.0
5362,Nagavarapalya,1335.0,2.0,110.0,2.0
5363,Nagavarapalya,1260.0,2.0,85.5,2.0
5364,Narayanapura,1308.0,2.0,89.04,2.0
5365,Narayanapura,1566.0,3.0,83.3,3.0
5366,Narayanapura,1485.0,3.0,85.0,3.0
5367,Narayanapura,1302.0,2.0,69.1,2.0
5368,Narayanapura,1308.0,2.0,89.04,2.0
5369,Narayanapura,2357.0,3.0,135.0,3.0
5370,Narayanapura,2357.0,3.0,135.0,3.0
5371,Narayanapura,1469.0,2.0,99.14,2.0
5372,Neeladri Nagar,1053.0,2.0,45.0,2.0
5373,Neeladri Nagar,1363.0,2.0,68.0,2.0
5374,Neeladri Nagar,2556.0,3.0,133.0,3.0
5375,Neeladri Nagar,674.0,1.0,21.0,1.0
5376,Neeladri Nagar,527.0,1.0,26.0,1.0
5377,Neeladri Nagar,1167.0,2.0,38.0,3.0
5378,Neeladri Nagar,1060.0,2.0,35.0,2.0
5379,Neeladri Nagar,640.0,1.0,20.5,1.0
5380,Neeladri Nagar,4000.0,12.0,160.0,10.0
5381,Neeladri Nagar,1105.0,2.0,30.0,2.0
5382,Neeladri Nagar,1100.0,2.0,30.0,2.0
5383,Neeladri Nagar,2111.0,3.0,103.0,3.0
5384,Nehru Nagar,1775.0,3.0,110.0,3.0
5385,Nehru Nagar,2363.0,5.0,120.0,4.0
5386,Nehru Nagar,2342.0,3.0,115.0,4.0
5387,Nehru Nagar,967.0,2.0,41.1,2.0
5388,Nehru Nagar,1374.0,3.0,72.0,3.0
5389,Nehru Nagar,1674.0,3.0,90.0,3.0
5390,Nehru Nagar,1269.0,2.0,63.0,3.0
5391,Nehru Nagar,1100.0,2.0,50.0,2.0
5392,Nehru Nagar,1674.0,3.0,81.0,3.0
5393,OMBR Layout,2420.0,3.0,185.0,3.0
5394,OMBR Layout,1078.0,2.0,65.0,2.0
5395,OMBR Layout,1101.0,2.0,65.5,2.0
5396,OMBR Layout,1041.0,2.0,65.5,2.0
5397,OMBR Layout,1300.0,2.0,80.0,2.0
5398,OMBR Layout,1085.0,2.0,64.0,2.0
5399,OMBR Layout,1855.0,3.0,145.0,3.0
5400,OMBR Layout,1050.0,2.0,48.0,2.0
5402,OMBR Layout,1165.0,2.0,88.5,2.0
5403,OMBR Layout,1101.0,2.0,66.0,2.0
5404,OMBR Layout,3400.0,4.0,275.0,4.0
5406,Old Airport Road,2732.0,4.0,204.0,4.0
5408,Old Airport Road,3356.0,4.0,251.0,4.0
5409,Old Airport Road,1206.0,2.0,75.0,2.0
5410,Old Airport Road,2774.0,4.0,207.0,4.0
5411,Old Airport Road,2690.0,4.0,191.0,4.0
5412,Old Airport Road,2690.0,4.0,199.0,4.0
5413,Old Airport Road,1655.0,2.0,97.65,2.0
5414,Old Airport Road,1075.0,2.0,60.0,2.0
5415,Old Airport Road,1858.0,2.0,167.0,3.0
5416,Old Airport Road,1150.0,2.0,90.0,2.0
5417,Old Airport Road,2690.0,4.0,191.0,4.0
5418,Old Airport Road,2658.0,5.0,187.0,4.0
5419,Old Airport Road,946.0,2.0,58.0,2.0
5420,Old Airport Road,2774.0,4.0,208.0,4.0
5421,Old Airport Road,2774.0,4.0,208.0,4.0
5422,Old Airport Road,3200.0,4.0,280.0,4.0
5423,Old Airport Road,2690.0,4.0,201.0,4.0
5424,Old Airport Road,1145.0,2.0,75.0,2.0
5425,Old Airport Road,2732.0,4.0,194.0,4.0
5426,Old Airport Road,2658.0,5.0,189.0,4.0
5427,Old Airport Road,2774.0,4.0,197.0,4.0
5428,Old Airport Road,3496.0,4.0,262.0,4.0
5429,Old Airport Road,2774.0,4.0,197.0,4.0
5430,Old Airport Road,2732.0,4.0,204.0,4.0
5431,Old Airport Road,1798.0,3.0,150.0,3.0
5432,Old Airport Road,2774.0,4.0,208.0,4.0
5433,Old Airport Road,1184.0,2.0,78.0,2.0
5434,Old Airport Road,3504.0,4.0,262.0,4.0
5435,Old Airport Road,1055.0,2.0,75.0,2.0
5436,Old Madras Road,1425.0,2.0,94.0,3.0
5437,Old Madras Road,3715.0,6.0,224.5,4.0
5440,Old Madras Road,935.0,2.0,45.0,2.0
5442,Old Madras Road,1720.0,3.0,100.0,3.0
5443,Old Madras Road,1200.0,2.0,72.0,2.0
5444,Old Madras Road,1225.0,2.0,53.55,2.0
5445,Old Madras Road,1100.0,2.0,70.0,2.0
5446,Old Madras Road,2760.0,5.0,157.0,3.0
5447,Old Madras Road,1171.0,2.0,75.0,2.0
5448,Old Madras Road,935.0,2.0,45.0,2.0
5449,Old Madras Road,4500.0,7.0,294.0,5.0
5451,Old Madras Road,1065.0,2.0,47.86,2.0
5452,Old Madras Road,2010.0,3.0,125.0,4.0
5454,Old Madras Road,1480.0,2.0,84.0,3.0
5455,Old Madras Road,2990.0,5.0,210.0,3.0
5456,Old Madras Road,1210.0,2.0,74.0,2.0
5457,Old Madras Road,1171.0,2.0,72.0,2.0
5459,Old Madras Road,1480.0,3.0,95.0,3.0
5461,Old Madras Road,1210.0,2.0,80.0,2.0
5462,Old Madras Road,1859.0,3.0,121.0,3.0
5463,Old Madras Road,2990.0,5.0,173.0,3.0
5466,Old Madras Road,2300.0,3.0,142.0,3.0
5468,Old Madras Road,1210.0,2.0,80.0,2.0
5469,Old Madras Road,1210.0,2.0,77.0,2.0
5470,Old Madras Road,5020.0,7.0,287.0,5.0
5472,Old Madras Road,1330.0,2.0,74.0,2.0
5473,Old Madras Road,1720.0,3.0,106.0,3.0
5474,Old Madras Road,2640.0,5.0,150.0,3.0
5475,Old Madras Road,2990.0,3.0,170.0,3.0
5477,Old Madras Road,1171.0,2.0,73.0,2.0
5478,Old Madras Road,1630.0,3.0,110.0,3.0
5479,Old Madras Road,1165.0,2.0,52.0,2.0
5480,Old Madras Road,2640.0,2.0,170.0,2.0
5481,Old Madras Road,1165.0,2.0,51.42,2.0
5482,Padmanabhanagar,1020.0,2.0,63.0,2.0
5483,Padmanabhanagar,1176.0,2.0,62.0,2.0
5484,Padmanabhanagar,1258.0,2.0,115.0,2.0
5486,Padmanabhanagar,1100.0,2.0,65.0,2.0
5487,Padmanabhanagar,3400.0,3.0,210.0,4.0
5491,Padmanabhanagar,4500.0,4.0,360.0,3.0
5492,Padmanabhanagar,1200.0,2.0,60.0,2.0
5494,Padmanabhanagar,1000.0,1.0,90.0,2.0
5495,Padmanabhanagar,1067.0,2.0,52.0,2.0
5499,Padmanabhanagar,1100.0,2.0,60.0,2.0
5500,Padmanabhanagar,2051.0,3.0,180.0,3.0
5501,Padmanabhanagar,2051.0,3.0,170.0,3.0
5502,Pai Layout,1006.0,2.0,35.0,2.0
5503,Pai Layout,1550.0,2.0,90.0,3.0
5504,Pai Layout,1050.0,2.0,40.0,2.0
5505,Pai Layout,1400.0,2.0,67.0,3.0
5506,Pai Layout,1100.0,2.0,50.0,2.0
5507,Pai Layout,1255.0,2.0,80.0,2.0
5508,Pai Layout,1075.0,2.0,35.0,2.0
5509,Pai Layout,1400.0,2.0,57.5,2.0
5510,Pai Layout,1175.0,2.0,60.0,2.0
5511,Pai Layout,810.0,2.0,34.5,2.0
5512,Pai Layout,1000.0,2.0,34.0,2.0
5513,Pai Layout,1000.0,2.0,42.0,2.0
5514,Pai Layout,3800.0,6.0,175.0,6.0
5515,Pai Layout,1068.0,2.0,48.0,2.0
5516,Pai Layout,1510.0,2.0,65.0,3.0
5519,Panathur,1359.0,2.0,87.0,2.0
5520,Panathur,1438.0,2.0,100.0,2.0
5521,Panathur,1688.0,3.0,118.0,3.0
5523,Panathur,1198.0,2.0,77.0,2.0
5524,Panathur,1180.0,2.0,70.0,2.0
5525,Panathur,1546.0,3.0,99.0,3.0
5527,Panathur,1000.0,2.0,65.3,2.0
5528,Panathur,1109.0,2.0,63.0,2.0
5529,Panathur,1000.0,2.0,68.0,2.0
5530,Panathur,1255.0,2.0,79.0,2.0
5531,Panathur,1205.0,2.0,62.9,2.0
5532,Panathur,1198.0,2.0,82.0,2.0
5533,Panathur,1235.0,2.0,65.0,2.0
5534,Panathur,1210.0,2.0,80.0,2.0
5535,Panathur,1210.0,2.0,77.0,2.0
5536,Panathur,661.0,1.0,40.0,1.0
5537,Panathur,1210.0,2.0,78.0,2.0
5539,Panathur,1050.0,2.0,60.0,2.0
5540,Panathur,1398.0,2.0,97.0,2.0
5541,Panathur,1065.0,2.0,58.0,2.0
5542,Panathur,1007.0,2.0,64.0,2.0
5543,Panathur,1210.0,2.0,77.93,2.0
5544,Panathur,1230.0,2.0,80.0,2.0
5545,Panathur,980.0,2.0,57.0,2.0
5546,Panathur,1075.0,2.0,60.0,2.0
5547,Panathur,1210.0,2.0,69.0,2.0
5548,Panathur,1343.0,2.0,76.0,2.0
5549,Parappana Agrahara,1194.0,2.0,47.0,2.0
5550,Parappana Agrahara,1194.0,2.0,47.0,2.0
5551,Parappana Agrahara,1194.0,2.0,46.0,2.0
5552,Parappana Agrahara,1194.0,2.0,47.0,2.0
5553,Parappana Agrahara,1194.0,2.0,46.0,2.0
5554,Parappana Agrahara,1194.0,2.0,47.0,2.0
5555,Parappana Agrahara,1194.0,2.0,47.0,2.0
5556,Parappana Agrahara,1092.0,2.0,43.0,2.0
5557,Parappana Agrahara,1194.0,2.0,45.0,2.0
5558,Parappana Agrahara,1200.0,1.0,45.0,1.0
5559,Parappana Agrahara,1194.0,2.0,46.0,2.0
5560,Parappana Agrahara,1194.0,2.0,47.0,2.0
5561,Parappana Agrahara,1194.0,2.0,47.0,2.0
5562,Parappana Agrahara,1194.0,2.0,46.0,2.0
5563,Parappana Agrahara,1194.0,2.0,46.0,2.0
5564,Pattandur Agrahara,1550.0,2.0,80.0,3.0
5565,Pattandur Agrahara,1025.0,2.0,44.5,2.0
5566,Pattandur Agrahara,1247.0,2.0,59.8,2.0
5567,Pattandur Agrahara,900.0,2.0,42.0,2.0
5568,Pattandur Agrahara,1302.0,2.0,66.0,2.0
5569,Pattandur Agrahara,1550.0,2.0,80.0,3.0
5570,Pattandur Agrahara,1247.0,2.0,62.35,2.0
5571,Pattandur Agrahara,1350.0,2.0,68.0,2.0
5572,Poorna Pragna Layout,920.0,2.0,39.55,2.0
5575,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5578,Poorna Pragna Layout,965.0,2.0,48.0,2.0
5583,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5585,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5588,Poorna Pragna Layout,960.0,2.0,50.0,2.0
5590,Prithvi Layout,2028.0,4.0,162.0,4.0
5591,Prithvi Layout,1352.0,2.0,87.5,2.0
5592,Prithvi Layout,1190.0,2.0,68.0,2.0
5593,Prithvi Layout,1352.0,2.0,85.0,2.0
5594,Prithvi Layout,1352.0,2.0,75.0,2.0
5595,Prithvi Layout,2273.0,4.0,220.0,3.0
5596,Prithvi Layout,1352.0,3.0,93.0,2.0
5597,Prithvi Layout,2273.0,4.0,192.0,3.0
5598,Prithvi Layout,1352.0,2.0,72.0,2.0
5601,R.T. Nagar,1200.0,2.0,120.0,2.0
5603,R.T. Nagar,1040.0,2.0,46.0,2.0
5604,R.T. Nagar,1200.0,2.0,45.0,2.0
5605,R.T. Nagar,1235.0,2.0,65.0,2.0
5606,R.T. Nagar,1140.0,3.0,130.0,3.0
5607,R.T. Nagar,970.0,2.0,55.0,2.0
5608,R.T. Nagar,1560.0,3.0,125.0,3.0
5609,R.T. Nagar,1200.0,2.0,60.0,2.0
5612,R.T. Nagar,1200.0,3.0,140.0,3.0
5613,R.T. Nagar,1100.0,3.0,125.0,2.0
5614,R.T. Nagar,1150.0,2.0,72.0,2.0
5615,R.T. Nagar,1500.0,4.0,185.0,4.0
5616,R.T. Nagar,3600.0,8.0,165.0,9.0
5617,R.T. Nagar,1080.0,2.0,48.0,2.0
5618,R.T. Nagar,1325.0,2.0,52.0,2.0
5620,R.T. Nagar,1300.0,3.0,145.0,3.0
5622,R.T. Nagar,1100.0,2.0,85.0,2.0
5623,R.T. Nagar,1667.0,3.0,130.0,3.0
5624,Rachenahalli,1050.0,2.0,52.07,2.0
5626,Rachenahalli,1050.0,2.0,55.5,2.0
5628,Rachenahalli,1050.0,2.0,53.5,2.0
5630,Rachenahalli,1220.0,2.0,59.5,2.0
5631,Rachenahalli,1050.0,2.0,52.5,2.0
5633,Rachenahalli,1050.0,2.0,52.1,2.0
5634,Rachenahalli,1050.0,2.0,53.5,2.0
5635,Rachenahalli,1113.0,2.0,55.0,2.0
5636,Rachenahalli,3657.0,5.0,220.0,4.0
5640,Rachenahalli,680.0,1.0,32.64,1.0
5641,Rachenahalli,412.5,1.0,19.8,1.0
5642,Rachenahalli,1050.0,2.0,52.5,2.0
5645,Rachenahalli,690.0,1.0,39.8,1.0
5646,Rachenahalli,1050.0,2.0,47.25,2.0
5647,Rachenahalli,1050.0,2.0,55.5,2.0
5648,Rachenahalli,985.0,2.0,49.97,2.0
5649,Rachenahalli,1050.0,2.0,52.5,2.0
5650,Rachenahalli,1050.0,2.0,52.08,2.0
5652,Rachenahalli,1050.0,2.0,52.07,2.0
5654,Rachenahalli,1050.0,2.0,52.08,2.0
5655,Rachenahalli,985.0,2.0,49.97,2.0
5656,Rachenahalli,1856.0,3.0,106.0,3.0
5657,Rachenahalli,1050.0,2.0,52.5,2.0
5658,Rachenahalli,985.0,2.0,50.17,2.0
5659,Rachenahalli,2600.0,3.0,160.0,3.0
5662,Rachenahalli,985.0,2.0,50.17,2.0
5663,Rachenahalli,1050.0,2.0,52.71,2.0
5666,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
5667,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2.0
5668,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2.0
5669,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
5670,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2.0
5671,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2.0
5672,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2.0
5673,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2.0
5674,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2.0
5675,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
5676,Raja Rajeshwari Nagar,600.0,1.0,22.0,1.0
5677,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3.0
5678,Raja Rajeshwari Nagar,500.0,1.0,25.0,1.0
5679,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2.0
5680,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3.0
5681,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2.0
5683,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2.0
5684,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2.0
5685,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2.0
5686,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2.0
5689,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2.0
5690,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2.0
5691,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2.0
5692,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3.0
5693,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2.0
5694,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2.0
5695,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3.0
5697,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3.0
5698,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2.0
5699,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2.0
5700,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3.0
5702,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2.0
5703,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2.0
5705,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2.0
5706,Raja Rajeshwari Nagar,648.0,1.0,31.75,1.0
5707,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2.0
5708,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
5709,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2.0
5711,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2.0
5712,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2.0
5714,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8.0
5715,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
5716,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2.0
5717,Raja Rajeshwari Nagar,550.0,1.0,21.0,1.0
5718,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2.0
5719,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2.0
5720,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2.0
5721,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2.0
5722,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3.0
5723,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2.0
5724,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3.0
5725,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2.0
5726,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
5727,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
5728,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3.0
5729,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2.0
5731,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
5732,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2.0
5734,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
5735,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2.0
5736,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3.0
5737,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
5738,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2.0
5739,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2.0
5740,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2.0
5741,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2.0
5743,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2.0
5744,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
5746,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2.0
5747,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2.0
5748,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2.0
5749,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2.0
5750,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2.0
5752,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3.0
5753,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2.0
5754,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6.0
5755,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
5757,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2.0
5759,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
5760,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2.0
5761,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2.0
5762,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3.0
5763,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9.0
5764,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5765,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5768,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2.0
5769,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2.0
5770,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2.0
5771,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
5772,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
5773,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
5774,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2.0
5776,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3.0
5777,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2.0
5778,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2.0
5779,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3.0
5781,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3.0
5783,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
5784,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
5785,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3.0
5786,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5787,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2.0
